index,pos,driver,gap,time_remaining,session,parsed_value,value_type,lap_time_sec,pole_time_sec,gap_to_pole_sec,gap_to_pole_pct,z_score,cluster,is_fastest_cluster,is_outlier,best_lap_time_sec_std,mean_gap_to_pole_pct_std,share_within_0_5pct_std,qr_fitted
2,18,Kimi,+2.000,00:06:18,Q1,2.0,gap,88.818,86.738,2.0799999999999983,2.39802623994097,1.2487120588476899,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
2,19,Antonio,+2.103,00:06:18,Q1,2.103,gap,88.92099999999999,86.738,2.1829999999999927,2.5167746547072714,1.3993751004294699,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
2,20,Nicholas,+3.271,00:06:18,Q1,3.271,gap,90.089,86.738,3.350999999999999,3.863358620212593,3.1078647370074233,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
2,1,Lewis,1:26.818,,Q1,86.818,absolute,86.818,86.738,0.0799999999999983,0.09223177845926618,-1.6767838941967363,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
2,2,Valtteri,+0.181,,Q1,0.181,gap,86.999,86.738,0.2609999999999957,0.30090617722335733,-1.4120265104462195,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
2,3,Alexander,+0.335,,Q1,0.335,gap,87.15299999999999,86.738,0.41499999999999204,0.4784523507574443,-1.1867633220618041,0,0,0,-0.30698294842923557,0.11836287792135991,-0.3165522998290342,2.125116412876276
2,4,Max,+0.336,,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
2,5,Pierre,+0.336,,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
2,6,Lando,+0.399,,Q1,0.399,gap,87.217,86.738,0.4789999999999992,0.5522377735248671,-1.0931474515643718,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
2,7,Nico,+0.461,,Q1,0.461,gap,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
2,8,Charles,+0.609,,Q1,0.609,gap,87.42699999999999,86.738,0.688999999999993,0.7943461919804388,-0.7859703764947163,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
2,9,Daniel,+0.624,,Q1,0.624,gap,87.442,86.738,0.7039999999999935,0.8116396504415522,-0.7640291568468823,0,0,0,-0.7100634382060851,-0.6921864690618746,-0.39584956561173834,1.5110413975679389
2,10,Carlos,+0.632,,Q1,0.632,gap,87.45,86.738,0.7120000000000033,0.8208628282874904,-0.7523271730346902,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
2,11,Romain,+0.701,,Q1,0.701,gap,87.51899999999999,86.738,0.7809999999999917,0.9004127372085956,-0.6513975626546746,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
2,12,Sebastian,+0.794,,Q1,0.794,gap,87.612,86.738,0.8739999999999952,1.007632179667499,-0.5153620008381036,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
2,13,George,+0.939,,Q1,0.939,gap,87.75699999999999,86.738,1.0189999999999912,1.1748022781249179,-0.30326354424238855,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
2,14,Daniil,+1.064,,Q1,1.064,gap,87.882,86.738,1.1440000000000055,1.3189144319675408,-0.12042004717709111,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
2,15,Esteban,+1.111,,Q1,1.111,gap,87.929,86.738,1.1910000000000025,1.3731006018123573,-0.05167089228055158,0,0,0,-0.5918415068469615,-0.1004045164011523,-0.4033930544087214,2.0321266099385165
2,16,Kevin,+1.418,,Q1,1.418,gap,88.236,86.738,1.4980000000000047,1.7270400516498012,0.3973927365117709,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
2,17,Lance,+1.422,,Q1,1.422,gap,88.24,86.738,1.5019999999999953,1.7316516405727538,0.403243728417846,0,0,0,-0.5738267363541348,-0.01693795317890552,-0.4033930544087214,2.105005363910359
2,18,Nicholas,+1.612,,Q1,1.612,gap,88.42999999999999,86.738,1.691999999999993,1.950702114413513,0.6811658439570631,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
2,19,Antonio,+1.615,,Q1,1.615,gap,88.43299999999999,86.738,1.6949999999999932,1.9541608061057358,0.6855540878866301,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
2,20,Kimi,+1.675,,Q1,1.675,gap,88.493,86.738,1.7549999999999955,2.0233346399501895,0.7733189664779662,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
3,1,Nico,1:27.279,00:11:02,Q1,87.279,absolute,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
3,2,George,+1.163,00:11:02,Q1,1.163,gap,87.981,86.738,1.242999999999995,1.433051257810873,0.024392002498592566,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
3,3,Romain,+1.177,00:11:02,Q1,1.177,gap,87.995,86.738,1.257000000000005,1.4491918190412563,0.044870474169918004,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
3,4,Kevin,+1.519,00:11:02,Q1,1.519,gap,88.337,86.738,1.5990000000000038,1.8434826719546265,0.5451302821405134,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
3,5,Lewis,+1.642,00:11:02,Q1,1.642,gap,88.46,86.738,1.7219999999999942,1.98528903133574,0.7250482832527314,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
3,1,Max,1:27.154,00:08:21,Q1,87.154,absolute,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
3,2,Valtteri,+0.021,00:08:21,Q1,0.021,gap,86.839,86.738,0.10099999999999909,0.11644262030482497,-1.6460661866897686,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
3,3,Lewis,+0.077,00:08:21,Q1,0.077,gap,86.895,86.738,0.15699999999999648,0.18100486522630968,-1.5641523000045285,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
3,4,Nico,+0.125,00:08:21,Q1,0.125,gap,86.943,86.738,0.2049999999999983,0.23634393230187264,-1.4939403971314598,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
3,5,Pierre,+0.436,00:08:21,Q1,0.436,gap,87.254,86.738,0.5160000000000053,0.5948949710622857,-1.039025776433041,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
3,6,Charles,+0.583,00:08:21,Q1,0.583,gap,87.401,86.738,0.6629999999999967,0.7643708639811809,-0.8240018238842883,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
3,7,Daniil,+0.728,00:08:21,Q1,0.728,gap,87.54599999999999,86.738,0.8079999999999927,0.9315409624385997,-0.6119033672885734,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
3,8,Lando,+0.849,00:08:21,Q1,0.849,gap,87.667,86.738,0.929000000000002,1.0710415273582536,-0.43491086212937197,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
3,9,Carlos,+0.951,00:08:21,Q1,0.951,gap,87.76899999999999,86.738,1.0309999999999917,1.1886370448938086,-0.28571056852412136,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
3,10,Sebastian,+1.133,00:08:21,Q1,1.133,gap,87.951,86.738,1.2129999999999939,1.3984643408886461,-0.019490436797075426,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
3,11,George,+1.288,00:08:21,Q1,1.288,gap,88.106,86.738,1.367999999999995,1.5771634116534796,0.20723549956386944,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
3,12,Romain,+1.302,00:08:21,Q1,1.302,gap,88.12,86.738,1.382000000000005,1.5933039728838627,0.2277139712351946,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
3,13,Alexander,+1.328,00:08:21,Q1,1.328,gap,88.146,86.738,1.4080000000000013,1.6232793008831208,0.26574541862476697,0,0,0,-0.30698294842923557,0.11836287792135991,-0.3165522998290342,2.125116412876276
3,14,Kevin,+1.644,00:08:21,Q1,1.644,gap,88.462,86.738,1.7240000000000038,1.987594825797233,0.72797377920579,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
3,15,Kimi,+1.664,00:08:21,Q1,1.664,gap,88.482,86.738,1.7439999999999998,2.010652770412045,0.7572287387362282,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
3,16,Antonio,+1.767,00:08:21,Q1,1.767,gap,88.585,86.738,1.8469999999999942,2.1294011851783465,0.9078917803180081,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
3,17,Nicholas,+2.935,00:08:21,Q1,2.935,gap,89.753,86.738,3.0150000000000006,3.4759851506836683,2.6163814168959614,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
3,1,Lewis,1:26.818,00:06:13,Q1,86.818,absolute,86.818,86.738,0.0799999999999983,0.09223177845926618,-1.6767838941967363,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
3,2,Max,+0.181,00:06:13,Q1,0.181,gap,86.999,86.738,0.2609999999999957,0.30090617722335733,-1.4120265104462195,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
3,3,Valtteri,+0.336,00:06:13,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
3,4,Nico,+0.461,00:06:13,Q1,0.461,gap,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
3,5,Charles,+0.609,00:06:13,Q1,0.609,gap,87.42699999999999,86.738,0.688999999999993,0.7943461919804388,-0.7859703764947163,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
3,6,Daniel,+0.624,00:06:13,Q1,0.624,gap,87.442,86.738,0.7039999999999935,0.8116396504415522,-0.7640291568468823,0,0,0,-0.7100634382060851,-0.6921864690618746,-0.39584956561173834,1.5110413975679389
3,7,Pierre,+0.772,00:06:13,Q1,0.772,gap,87.59,86.738,0.8520000000000039,0.9822684405912102,-0.5475424563215796,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
3,8,Daniil,+1.064,00:06:13,Q1,1.064,gap,87.882,86.738,1.1440000000000055,1.3189144319675408,-0.12042004717709111,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
3,9,Esteban,+1.111,00:06:13,Q1,1.111,gap,87.929,86.738,1.1910000000000025,1.3731006018123573,-0.05167089228055158,0,0,0,-0.5918415068469615,-0.1004045164011523,-0.4033930544087214,2.0321266099385165
3,10,Lando,+1.185,00:06:13,Q1,1.185,gap,88.003,86.738,1.2650000000000006,1.458414996887178,0.056572457982089285,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
3,11,Carlos,+1.287,00:06:13,Q1,1.287,gap,88.105,86.738,1.3670000000000044,1.5760105144227494,0.20577275158736075,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
3,12,Romain,+1.300,00:06:13,Q1,1.3,gap,88.118,86.738,1.3799999999999955,1.5909981784223703,0.22478847528213663,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
3,13,Sebastian,+1.372,00:06:13,Q1,1.372,gap,88.19,86.738,1.4519999999999982,1.6740067790357145,0.3301063295917395,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
3,14,Lance,+1.422,00:06:13,Q1,1.422,gap,88.24,86.738,1.5019999999999953,1.7316516405727538,0.403243728417846,0,0,0,-0.5738267363541348,-0.01693795317890552,-0.4033930544087214,2.105005363910359
3,15,George,+1.624,00:06:13,Q1,1.624,gap,88.442,86.738,1.7039999999999935,1.9645368811824038,0.6987188196753303,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
3,16,Alexander,+1.664,00:06:13,Q1,1.664,gap,88.482,86.738,1.7439999999999998,2.010652770412045,0.7572287387362282,0,0,0,-0.30698294842923557,0.11836287792135991,-0.3165522998290342,2.125116412876276
3,17,Kevin,+1.769,00:06:13,Q1,1.769,gap,88.587,86.738,1.8490000000000038,2.1317069796398393,0.9108172762710666,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
3,18,Kimi,+2.000,00:06:13,Q1,2.0,gap,88.818,86.738,2.0799999999999983,2.39802623994097,1.2487120588476899,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
3,19,Antonio,+2.103,00:06:13,Q1,2.103,gap,88.92099999999999,86.738,2.1829999999999927,2.5167746547072714,1.3993751004294699,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
3,20,Nicholas,+3.271,00:06:13,Q1,3.271,gap,90.089,86.738,3.350999999999999,3.863358620212593,3.1078647370074233,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
3,1,Lewis,1:26.818,,Q1,86.818,absolute,86.818,86.738,0.0799999999999983,0.09223177845926618,-1.6767838941967363,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
3,2,Valtteri,+0.181,,Q1,0.181,gap,86.999,86.738,0.2609999999999957,0.30090617722335733,-1.4120265104462195,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
3,3,Alexander,+0.335,,Q1,0.335,gap,87.15299999999999,86.738,0.41499999999999204,0.4784523507574443,-1.1867633220618041,0,0,0,-0.30698294842923557,0.11836287792135991,-0.3165522998290342,2.125116412876276
3,4,Max,+0.336,,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
3,5,Pierre,+0.336,,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
3,6,Lando,+0.369,,Q1,0.369,gap,87.187,86.738,0.44899999999999807,0.5176508566026402,-1.13702989086004,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
3,7,Nico,+0.399,,Q1,0.399,gap,87.217,86.738,0.4789999999999992,0.5522377735248671,-1.0931474515643718,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
3,8,Charles,+0.461,,Q1,0.461,gap,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
3,9,Daniel,+0.609,,Q1,0.609,gap,87.42699999999999,86.738,0.688999999999993,0.7943461919804388,-0.7859703764947163,0,0,0,-0.7100634382060851,-0.6921864690618746,-0.39584956561173834,1.5110413975679389
3,10,Carlos,+0.624,,Q1,0.624,gap,87.442,86.738,0.7039999999999935,0.8116396504415522,-0.7640291568468823,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
3,11,Romain,+0.632,,Q1,0.632,gap,87.45,86.738,0.7120000000000033,0.8208628282874904,-0.7523271730346902,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
3,12,Sebastian,+0.701,,Q1,0.701,gap,87.51899999999999,86.738,0.7809999999999917,0.9004127372085956,-0.6513975626546746,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
3,13,George,+0.794,,Q1,0.794,gap,87.612,86.738,0.8739999999999952,1.007632179667499,-0.5153620008381036,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
3,14,Daniil,+0.939,,Q1,0.939,gap,87.75699999999999,86.738,1.0189999999999912,1.1748022781249179,-0.30326354424238855,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
3,15,Esteban,+1.064,,Q1,1.064,gap,87.882,86.738,1.1440000000000055,1.3189144319675408,-0.12042004717709111,0,0,0,-0.5918415068469615,-0.1004045164011523,-0.4033930544087214,2.0321266099385165
3,16,Kevin,+1.111,,Q1,1.111,gap,87.929,86.738,1.1910000000000025,1.3731006018123573,-0.05167089228055158,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
3,17,Lance,+1.418,,Q1,1.418,gap,88.236,86.738,1.4980000000000047,1.7270400516498012,0.3973927365117709,0,0,0,-0.5738267363541348,-0.01693795317890552,-0.4033930544087214,2.105005363910359
3,18,Nicholas,+1.612,,Q1,1.612,gap,88.42999999999999,86.738,1.691999999999993,1.950702114413513,0.6811658439570631,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
3,19,Antonio,+1.615,,Q1,1.615,gap,88.43299999999999,86.738,1.6949999999999932,1.9541608061057358,0.6855540878866301,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
3,20,Kimi,+1.675,,Q1,1.675,gap,88.493,86.738,1.7549999999999955,2.0233346399501895,0.7733189664779662,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
4,1,Nico,1:27.279,00:10:55,Q1,87.279,absolute,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
4,2,George,+1.163,00:10:55,Q1,1.163,gap,87.981,86.738,1.242999999999995,1.433051257810873,0.024392002498592566,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
4,3,Romain,+1.177,00:10:55,Q1,1.177,gap,87.995,86.738,1.257000000000005,1.4491918190412563,0.044870474169918004,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
4,4,Kevin,+1.519,00:10:55,Q1,1.519,gap,88.337,86.738,1.5990000000000038,1.8434826719546265,0.5451302821405134,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
4,5,Kimi,+1.539,00:10:55,Q1,1.539,gap,88.357,86.738,1.6189999999999998,1.8665406165694387,0.5743852416709516,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
4,6,Antonio,+1.642,00:10:55,Q1,1.642,gap,88.46,86.738,1.7219999999999942,1.98528903133574,0.7250482832527314,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
4,1,Max,1:27.154,00:08:16,Q1,87.154,absolute,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
4,2,Valtteri,+0.021,00:08:16,Q1,0.021,gap,86.839,86.738,0.10099999999999909,0.11644262030482497,-1.6460661866897686,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
4,3,Lewis,+0.077,00:08:16,Q1,0.077,gap,86.895,86.738,0.15699999999999648,0.18100486522630968,-1.5641523000045285,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
4,4,Nico,+0.125,00:08:16,Q1,0.125,gap,86.943,86.738,0.2049999999999983,0.23634393230187264,-1.4939403971314598,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
4,5,Pierre,+0.436,00:08:16,Q1,0.436,gap,87.254,86.738,0.5160000000000053,0.5948949710622857,-1.039025776433041,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
4,6,Charles,+0.583,00:08:16,Q1,0.583,gap,87.401,86.738,0.6629999999999967,0.7643708639811809,-0.8240018238842883,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
4,7,Daniil,+0.728,00:08:16,Q1,0.728,gap,87.54599999999999,86.738,0.8079999999999927,0.9315409624385997,-0.6119033672885734,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
4,8,Lando,+0.849,00:08:16,Q1,0.849,gap,87.667,86.738,0.929000000000002,1.0710415273582536,-0.43491086212937197,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
4,9,Carlos,+0.951,00:08:16,Q1,0.951,gap,87.76899999999999,86.738,1.0309999999999917,1.1886370448938086,-0.28571056852412136,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
4,10,Sebastian,+1.133,00:08:16,Q1,1.133,gap,87.951,86.738,1.2129999999999939,1.3984643408886461,-0.019490436797075426,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
4,11,George,+1.288,00:08:16,Q1,1.288,gap,88.106,86.738,1.367999999999995,1.5771634116534796,0.20723549956386944,0,0,0,0.661310965559871,0.24313582958241867,-0.4033930544087214,1.89349543827655
4,12,Romain,+1.302,00:08:16,Q1,1.302,gap,88.12,86.738,1.382000000000005,1.5933039728838627,0.2277139712351946,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
4,13,Alexander,+1.328,00:08:16,Q1,1.328,gap,88.146,86.738,1.4080000000000013,1.6232793008831208,0.26574541862476697,0,0,0,-0.30698294842923557,0.11836287792135991,-0.3165522998290342,2.125116412876276
4,14,Kevin,+1.644,00:08:16,Q1,1.644,gap,88.462,86.738,1.7240000000000038,1.987594825797233,0.72797377920579,2,0,0,1.2636798539135718,0.5586844289093638,-0.4033930544087214,1.9702690419556825
4,15,Kimi,+1.664,00:08:16,Q1,1.664,gap,88.482,86.738,1.7439999999999998,2.010652770412045,0.7572287387362282,2,0,0,1.6555011121324188,0.826650921994013,-0.4033930544087214,2.0800002709186565
4,16,Antonio,+1.767,00:08:16,Q1,1.767,gap,88.585,86.738,1.8469999999999942,2.1294011851783465,0.9078917803180081,2,0,0,1.6138419553677643,0.958338115107637,-0.4033930544087214,2.221053323120323
4,17,Nicholas,+2.935,00:08:16,Q1,2.935,gap,89.753,86.738,3.0150000000000006,3.4759851506836683,2.6163814168959614,2,0,0,1.6138419553677643,2.7310846388310535,-0.4033930544087214,3.9112594080071528
4,1,Lewis,1:26.818,00:06:09,Q1,86.818,absolute,86.818,86.738,0.0799999999999983,0.09223177845926618,-1.6767838941967363,1,1,0,-1.7898237446195233,-1.8792760546064902,2.3102273679091856,0.4810164398936566
4,2,Valtteri,+0.181,00:06:09,Q1,0.181,gap,86.999,86.738,0.2609999999999957,0.30090617722335733,-1.4120265104462195,1,1,0,-1.860756903435007,-2.013861469175051,3.4351842430514847,0.2544197690139056
4,3,Max,+0.336,00:06:09,Q1,0.336,gap,87.154,86.738,0.4159999999999968,0.4796052479881907,-1.1853005740852747,0,0,0,-0.7100634382060851,-0.7250591432201096,0.6235107319871428,1.3667362774733611
4,4,Nico,+0.461,00:06:09,Q1,0.461,gap,87.279,86.738,0.5409999999999968,0.6237174018307972,-1.002457077019998,0,0,0,-0.8159002148514155,-0.5239050724400899,-0.10923747516607785,1.679097389378796
4,5,Charles,+0.609,00:06:09,Q1,0.609,gap,87.42699999999999,86.738,0.688999999999993,0.7943461919804388,-0.7859703764947163,0,0,0,-0.30698294842923557,-0.3830318715621871,-0.38812962093646325,1.6549990119924165
4,6,Daniel,+0.624,00:06:09,Q1,0.624,gap,87.442,86.738,0.7039999999999935,0.8116396504415522,-0.7640291568468823,0,0,0,-0.7100634382060851,-0.6921864690618746,-0.39584956561173834,1.5110413975679389
4,7,Pierre,+0.772,00:06:09,Q1,0.772,gap,87.59,86.738,0.8520000000000039,0.9822684405912102,-0.5475424563215796,0,0,0,-0.42182711032095527,0.054019664344794154,-0.31843672849984117,2.106700226758785
4,8,Daniil,+1.064,00:06:09,Q1,1.064,gap,87.882,86.738,1.1440000000000055,1.3189144319675408,-0.12042004717709111,0,0,0,0.6455480413786577,-0.5691136362690346,-0.4033930544087214,1.1249287802574977
4,9,Esteban,+1.111,00:06:09,Q1,1.111,gap,87.929,86.738,1.1910000000000025,1.3731006018123573,-0.05167089228055158,0,0,0,-0.5918415068469615,-0.1004045164011523,-0.4033930544087214,2.0321266099385165
4,10,Lando,+1.185,00:06:09,Q1,1.185,gap,88.003,86.738,1.2650000000000006,1.458414996887178,0.056572457982089285,0,0,0,-0.03788731419272302,0.18272320513484303,-0.4033930544087214,2.095999270909495
4,11,Carlos,+1.287,00:06:09,Q1,1.287,gap,88.105,86.738,1.3670000000000044,1.5760105144227494,0.20577275158736075,0,0,0,0.3280377114426986,0.10391248988124763,-0.4033930544087214,1.8847329711538061
4,12,Romain,+1.300,00:06:09,Q1,1.3,gap,88.118,86.738,1.3799999999999955,1.5909981784223703,0.22478847528213663,0,0,0,0.02178661306474214,1.0755586283169865,-0.4033930544087214,2.9250647336036746
4,13,Sebastian,+1.372,00:06:09,Q1,1.372,gap,88.19,86.738,1.4519999999999982,1.6740067790357145,0.3301063295917395,0,0,0,0.32240809566369727,0.05130538589116994,-0.4033930544087214,1.8366695261800223
4,14,Lance,+1.422,00:06:09,Q1,1.422,gap,88.24,86.738,1.5019999999999953,1.7316516405727538,0.403243728417846,0,0,0,-0.5738267363541348,-0.01693795317890552,-0.4033930544087214,2.105005363910359
